BCPS_Ministry_Group,Des_Grp,Employee_Type,Variable_Type,Occupation_Type,Occupation_Region_Group,DesGrp_Count_ORG,NonDesGrp_Count_ORG,Total_Count_ORG,DesGrp_Percent_ORG,DesGrp_Percent_AvailableWorkforce,DesGrp_Count_Expected,DesGrp_Count_Shortfall
BCPSA,WOM,REG,Occupation,NonManagement,Clerical Personnel,72,16,88,81.8,86.6,,
CFD,WOM,REG,Occupation,Management,Middle and Other Managers,121,59,180,67.2,39.3,,
CFD,WOM,REG,Occupation,Management,Professionals,2258,464,2722,83,80.3,,
CFD,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",134,31,165,81.2,75,,
CFD,WOM,REG,Occupation,Management,Senior Managers,30,12,42,71.4,42.4,,
CFD,WOM,REG,Occupation,Management,Supervisors,137,12,149,91.9,75.1,,
CFD,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,130,41,171,76,85.9,,
CFD,WOM,REG,Occupation,NonManagement,Clerical Personnel,629,52,681,92.4,86.6,,
CFD,WOM,REG,Occupation,NonManagement,Crafts and Trades,5,0,5,100,42,,
CFD,WOM,REG,Occupation,NonManagement,Intermediate Sales & Service,39,96,135,28.9,32.1,,
CFD,WOM,REG,Occupation,NonManagement,Other Sales & Service Personnel,5,0,5,100,64.4,,
CITZ,WOM,REG,Occupation,Management,Middle and Other Managers,90,99,189,47.6,39.3,,
CITZ,WOM,REG,Occupation,Management,Professionals,225,249,474,47.5,39.8,,
CITZ,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",8,4,12,66.7,78.8,,
CITZ,WOM,REG,Occupation,Management,Senior Managers,14,31,45,31.1,42.4,,
CITZ,WOM,REG,Occupation,Management,Supervisors,44,7,51,86.3,72.8,,
CITZ,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,280,136,416,67.3,82.9,,
CITZ,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,369,S,74.3,,
CITZ,WOM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,1,<3,13.7,,
EAO,WOM,REG,Occupation,Management,Middle and Other Managers,12,6,18,66.7,39.3,,
EAO,WOM,REG,Occupation,Management,Professionals,21,11,32,65.6,42.9,,
EAO,WOM,REG,Occupation,Management,Senior Managers,3,6,9,33.3,42.4,,
EAO,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,8,4,12,66.7,85,,
EAO,WOM,REG,Occupation,NonManagement,Clerical Personnel,6,3,9,66.7,86.6,,
EDUC,WOM,REG,Occupation,Management,Middle and Other Managers,29,25,54,53.7,39.8,,
EDUC,WOM,REG,Occupation,Management,Professionals,87,58,145,60,57.6,,
EDUC,WOM,REG,Occupation,Management,Senior Managers,10,11,21,47.6,42.4,,
EDUC,WOM,REG,Occupation,Management,Supervisors,5,0,5,100,75.2,,
EDUC,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,50,28,78,64.1,84.9,,
EDUC,WOM,REG,Occupation,NonManagement,Clerical Personnel,31,4,35,88.6,86.6,,
EMBC,WOM,REG,Occupation,Management,Middle and Other Managers,7,14,21,33.3,40,,
EMBC,WOM,REG,Occupation,Management,Professionals,29,31,60,48.3,43,,
EMBC,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,4,<3,37.8,,
EMBC,WOM,REG,Occupation,Management,Senior Managers,S,S,9,S,42.4,,
EMBC,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,17,6,23,73.9,84.5,,
EMBC,WOM,REG,Occupation,NonManagement,Clerical Personnel,11,0,11,100,86.6,,
EMPR,WOM,REG,Occupation,Management,Middle and Other Managers,17,21,38,44.7,39.3,,
EMPR,WOM,REG,Occupation,Management,Professionals,57,96,153,37.3,37.6,,
EMPR,WOM,REG,Occupation,Management,Senior Managers,7,20,27,25.9,42.4,,
EMPR,WOM,REG,Occupation,Management,Supervisors,8,1,9,88.9,75.2,,
EMPR,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,31,15,46,67.4,85,,
EMPR,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,20,S,86.6,,
EMPR,WOM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,1,<3,13.7,,
ENV,WOM,REG,Occupation,Management,Middle and Other Managers,28,46,74,37.8,39.3,,
ENV,WOM,REG,Occupation,Management,Professionals,251,250,501,50.1,39.8,,
ENV,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",13,110,123,10.6,24,,
ENV,WOM,REG,Occupation,Management,Senior Managers,9,14,23,39.1,42.4,,
ENV,WOM,REG,Occupation,Management,Supervisors,11,0,11,100,75.2,,
ENV,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,36,16,52,69.2,85.3,,
ENV,WOM,REG,Occupation,NonManagement,Clerical Personnel,63,6,69,91.3,86.6,,
FIN,WOM,REG,Occupation,Management,Middle and Other Managers,152,154,306,49.7,41.9,,
FIN,WOM,REG,Occupation,Management,Professionals,287,206,493,58.2,50.1,,
FIN,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,4,<3,25.1,,
FIN,WOM,REG,Occupation,Management,Senior Managers,S,S,73,S,42.4,,
FIN,WOM,REG,Occupation,Management,Supervisors,63,29,92,68.5,75.3,,
FIN,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,199,81,280,71.1,88.6,,
FIN,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,86,S,86.6,,
FIN,WOM,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,3,<3,41.4,,
FLNRORD,WOM,REG,Occupation,Management,Middle and Other Managers,125,216,341,36.7,39.3,,
FLNRORD,WOM,REG,Occupation,Management,Professionals,836,1528,2364,35.4,35.7,,
FLNRORD,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",13,22,35,37.1,8.7,,
FLNRORD,WOM,REG,Occupation,Management,Senior Managers,19,49,68,27.9,42.4,,
FLNRORD,WOM,REG,Occupation,Management,Supervisors,77,7,84,91.7,75.2,,
FLNRORD,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,281,64,345,81.4,86,,
FLNRORD,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,268,S,86.3,,
FLNRORD,WOM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,1.3,,
FLNRORD,WOM,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,12.7,,
GCPE,WOM,REG,Occupation,Management,Middle and Other Managers,S,S,79,S,52.2,,
GCPE,WOM,REG,Occupation,Management,Professionals,110,81,191,57.6,56.4,,
GCPE,WOM,REG,Occupation,Management,Senior Managers,<3,S,6,<3,42.4,,
GCPE,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,5,4,9,55.6,85.6,,
GCPE,WOM,REG,Occupation,NonManagement,Clerical Personnel,5,1,6,83.3,86.6,,
HLTH,WOM,REG,Occupation,Management,Middle and Other Managers,86,48,134,64.2,39.3,,
HLTH,WOM,REG,Occupation,Management,Professionals,227,187,414,54.8,54.8,,
HLTH,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",4,3,7,57.1,25.1,,
HLTH,WOM,REG,Occupation,Management,Senior Managers,23,29,52,44.2,42.4,,
HLTH,WOM,REG,Occupation,Management,Supervisors,42,7,49,85.7,75.2,,
HLTH,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,246,68,314,78.3,85.1,,
HLTH,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,202,S,86.6,,
HLTH,WOM,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,1,<3,31,,
IRR,WOM,REG,Occupation,Management,Middle and Other Managers,31,28,59,52.5,39.3,,
IRR,WOM,REG,Occupation,Management,Professionals,38,12,50,76,52.6,,
IRR,WOM,REG,Occupation,Management,Senior Managers,9,9,18,50,42.4,,
IRR,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,39,21,60,65,84,,
IRR,WOM,REG,Occupation,NonManagement,Clerical Personnel,19,2,21,90.5,86.6,,
JTT,WOM,REG,Occupation,Management,Middle and Other Managers,47,48,95,49.5,39.3,,
JTT,WOM,REG,Occupation,Management,Professionals,77,53,130,59.2,58.4,,
JTT,WOM,REG,Occupation,Management,Senior Managers,S,S,29,S,42.4,,
JTT,WOM,REG,Occupation,Management,Supervisors,<3,<3,1,<3,75.2,,
JTT,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,40,19,59,67.8,84.4,,
JTT,WOM,REG,Occupation,NonManagement,Clerical Personnel,17,3,20,85,86.6,,
LBR,WOM,REG,Occupation,Management,Middle and Other Managers,12,12,24,50,39.3,,
LBR,WOM,REG,Occupation,Management,Professionals,57,31,88,64.8,68.1,,
LBR,WOM,REG,Occupation,Management,Senior Managers,<3,S,6,<3,42.4,,
LBR,WOM,REG,Occupation,Management,Supervisors,S,S,23,S,75.2,,
LBR,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,3,1,4,75,83.3,,
LBR,WOM,REG,Occupation,NonManagement,Clerical Personnel,31,2,33,93.9,86.6,,
MAH,WOM,REG,Occupation,Management,Middle and Other Managers,37,20,57,64.9,39.3,,
MAH,WOM,REG,Occupation,Management,Professionals,84,53,137,61.3,53.7,,
MAH,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,2,<3,29.7,,
MAH,WOM,REG,Occupation,Management,Senior Managers,9,13,22,40.9,42.4,,
MAH,WOM,REG,Occupation,Management,Supervisors,S,S,7,S,75.2,,
MAH,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,86,27,113,76.1,84.8,,
MAH,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,25,S,86.6,,
MAH,WOM,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,0.8,,
MAH,WOM,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,12.7,,
MHA,WOM,REG,Occupation,Management,Middle and Other Managers,8,1,9,88.9,39.3,,
MHA,WOM,REG,Occupation,Management,Professionals,9,3,12,75,68.6,,
MHA,WOM,REG,Occupation,Management,Senior Managers,5,3,8,62.5,42.4,,
MHA,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,5,0,5,100,85.3,,
MHA,WOM,REG,Occupation,NonManagement,Clerical Personnel,3,0,3,100,86.6,,
PGT,WOM,REG,Occupation,Management,Middle and Other Managers,7,11,18,38.9,39.3,,
PGT,WOM,REG,Occupation,Management,Professionals,25,9,34,73.5,43.5,,
PGT,WOM,REG,Occupation,Management,Senior Managers,S,S,5,S,42.4,,
PGT,WOM,REG,Occupation,Management,Supervisors,<3,<3,2,<3,75.2,,
PGT,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,98,26,124,79,86,,
PGT,WOM,REG,Occupation,NonManagement,Clerical Personnel,45,7,52,86.5,86.6,,
PO,WOM,REG,Occupation,Management,Middle and Other Managers,16,3,19,84.2,43.1,,
PO,WOM,REG,Occupation,Management,Professionals,9,1,10,90,67.8,,
PO,WOM,REG,Occupation,Management,Senior Managers,8,5,13,61.5,42.4,,
PO,WOM,REG,Occupation,Management,Supervisors,3,0,3,100,75.2,,
PO,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,2,<3,93.2,,
PO,WOM,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,2,<3,86.6,,
PSSG,WOM,REG,Occupation,Management,Middle and Other Managers,130,115,245,53.1,39.8,,
PSSG,WOM,REG,Occupation,Management,Professionals,410,233,643,63.8,76,,
PSSG,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",19,3,22,86.4,73.3,,
PSSG,WOM,REG,Occupation,Management,Senior Managers,16,19,35,45.7,42.4,,
PSSG,WOM,REG,Occupation,Management,Supervisors,18,7,25,72,75.2,,
PSSG,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,186,65,251,74.1,86.8,,
PSSG,WOM,REG,Occupation,NonManagement,Clerical Personnel,253,28,281,90,84.7,,
PSSG,WOM,REG,Occupation,NonManagement,Intermediate Sales & Service,448,1104,1552,28.9,30.5,,
SDPR,WOM,REG,Occupation,Management,Middle and Other Managers,117,54,171,68.4,49.1,,
SDPR,WOM,REG,Occupation,Management,Professionals,115,67,182,63.2,48.1,,
SDPR,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",653,133,786,83.1,75.6,,
SDPR,WOM,REG,Occupation,Management,Senior Managers,12,10,22,54.5,42.4,,
SDPR,WOM,REG,Occupation,Management,Supervisors,41,3,44,93.2,75.2,,
SDPR,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,357,105,462,77.3,77.1,,
SDPR,WOM,REG,Occupation,NonManagement,Clerical Personnel,153,16,169,90.5,86.6,,
TAC,WOM,REG,Occupation,Management,Middle and Other Managers,8,5,13,61.5,39.3,,
TAC,WOM,REG,Occupation,Management,Professionals,9,0,9,100,66.4,,
TAC,WOM,REG,Occupation,Management,Senior Managers,S,S,6,S,42.4,,
TAC,WOM,REG,Occupation,Management,Supervisors,<3,<3,1,<3,75.2,,
TAC,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,20,7,27,74.1,84.8,,
TAC,WOM,REG,Occupation,NonManagement,Clerical Personnel,5,0,5,100,86.6,,
TRAN,WOM,REG,Occupation,Management,Middle and Other Managers,54,107,161,33.5,39.3,,
TRAN,WOM,REG,Occupation,Management,Professionals,188,362,550,34.2,36.8,,
TRAN,WOM,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,33,<3,18.9,,
TRAN,WOM,REG,Occupation,Management,Senior Managers,16,24,40,40,42.4,,
TRAN,WOM,REG,Occupation,Management,Supervisors,S,S,8,S,75.2,,
TRAN,WOM,REG,Occupation,NonManagement,Administrative & Senior Clerical,132,102,234,56.4,84.2,,
TRAN,WOM,REG,Occupation,NonManagement,Clerical Personnel,S,S,104,S,85.3,,
TRAN,WOM,REG,Occupation,NonManagement,Intermediate Sales & Service,36,119,155,23.2,36.5,,
TRAN,WOM,REG,Occupation,NonManagement,Manual Workers,<3,<3,1,<3,12.7,,
AEST,WOM,REG,Total,Total,Total,222,113,335,66.3,67.6,,
AG,WOM,REG,Total,Total,Total,2031,1091,3122,65.1,61.1,,
AGRI,WOM,REG,Total,Total,Total,157,130,287,54.7,52,,
BCPSA,WOM,REG,Total,Total,Total,358,122,480,74.6,67.4,,
CFD,WOM,REG,Total,Total,Total,3488,767,4255,82,77.4,,
CITZ,WOM,REG,Total,Total,Total,909,648,1557,58.4,60.9,,
EAO,WOM,REG,Total,Total,Total,50,30,80,62.5,53.3,,
EDUC,WOM,REG,Total,Total,Total,212,126,338,62.7,63.4,,
EMBC,WOM,REG,Total,Total,Total,70,58,128,54.7,53.5,,
EMPR,WOM,REG,Total,Total,Total,138,156,294,46.9,50.1,,
ENV,WOM,REG,Total,Total,Total,411,442,853,48.2,44.6,,
FIN,WOM,REG,Total,Total,Total,794,543,1337,59.4,59.8,,
FLNRORD,WOM,REG,Total,Total,Total,1596,1915,3511,45.5,45.6,,
GCPE,WOM,REG,Total,Total,Total,170,121,291,58.4,56.5,,
HLTH,WOM,REG,Total,Total,Total,803,370,1173,68.5,66.7,,
IRR,WOM,REG,Total,Total,Total,136,72,208,65.4,60.4,,
JTT,WOM,REG,Total,Total,Total,194,140,334,58.1,57.9,,
LBR,WOM,REG,Total,Total,Total,119,59,178,66.9,68,,
MAH,WOM,REG,Total,Total,Total,243,126,369,65.9,62.1,,
MHA,WOM,REG,Total,Total,Total,30,7,37,81.1,59.5,,
PGT,WOM,REG,Total,Total,Total,180,55,235,76.6,75.4,,
PO,WOM,REG,Total,Total,Total,40,9,49,81.6,53.7,,
PSSG,WOM,REG,Total,Total,Total,1480,1574,3054,48.5,51.3,,
SDPR,WOM,REG,Total,Total,Total,1448,388,1836,78.9,71.4,,
TAC,WOM,REG,Total,Total,Total,47,14,61,77,68.2,,
TRAN,WOM,REG,Total,Total,Total,530,756,1286,41.2,49.6,,
AEST,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),104,78,182,57.1,53,,
AEST,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),118,35,153,77.1,85,,
AG,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),852,562,1414,60.3,48.1,,
AG,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),1179,529,1708,69,71.9,,
AGRI,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),110,116,226,48.7,42.5,,
AGRI,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),47,14,61,77,87.1,,
BCPSA,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),225,95,320,70.3,58.1,,
BCPSA,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),133,27,160,83.1,86,,
CFD,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),2680,578,3258,82.3,77,,
CFD,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),808,189,997,81,78.7,,
CITZ,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),381,390,771,49.4,42.6,,
CITZ,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),528,258,786,67.2,78.8,,
EAO,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),36,23,59,61,41.7,,
EAO,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),14,7,21,66.7,85.7,,
EDUC,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),131,94,225,58.2,52.3,,
EDUC,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),81,32,113,71.7,85.4,,
EMBC,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),42,52,94,44.7,42,,
EMBC,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),28,6,34,82.4,85.2,,
EMPR,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),89,138,227,39.2,40,,
EMPR,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),49,18,67,73.1,84.4,,
ENV,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),312,420,732,42.6,37.7,,
ENV,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),99,22,121,81.8,86,,
FIN,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),526,442,968,54.3,49.2,,
FIN,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),268,101,369,72.6,87.8,,
FLNRORD,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),1070,1822,2892,37,37.1,,
FLNRORD,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),526,93,619,85,85.4,,
GCPE,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),160,116,276,58,54.9,,
GCPE,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),10,5,15,66.7,86,,
HLTH,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),382,274,656,58.2,51.9,,
HLTH,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),421,96,517,81.4,85.6,,
IRR,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),78,49,127,61.4,45,,
IRR,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),58,23,81,71.6,84.7,,
JTT,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),137,118,255,53.7,49.5,,
JTT,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),57,22,79,72.2,85,,
LBR,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),85,56,141,60.3,63.3,,
LBR,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),34,3,37,91.9,86.2,,
MAH,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),137,88,225,60.9,49.4,,
MAH,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),106,38,144,73.6,81.9,,
MHA,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),22,7,29,75.9,52.3,,
MHA,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),8,0,8,100,85.8,,
PGT,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),37,22,59,62.7,43.2,,
PGT,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),143,33,176,81.3,86.2,,
PO,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),36,9,45,80,50.5,,
PO,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),4,0,4,100,89.9,,
PSSG,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),593,377,970,61.1,65.6,,
PSSG,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),887,1197,2084,42.6,44.6,,
SDPR,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),938,267,1205,77.8,67.1,,
SDPR,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),510,121,631,80.8,79.6,,
TAC,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),22,7,29,75.9,49.6,,
TAC,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),25,7,32,78.1,85.1,,
TRAN,WOM,REG,Occupation,SubTotal_Mngt,Subtotal (Management),267,525,792,33.7,37.3,,
TRAN,WOM,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),263,231,494,53.2,69.3,,
AEST,WOM,REG,Region,,Vancouver CMA,19,7,26,73.1,74.7,,
AEST,WOM,REG,Region,,Victoria CMA,203,106,309,65.7,67,,
AG,WOM,REG,Region,,Other B.C. and Not Specified,560,290,850,65.9,62.8,,
AG,WOM,REG,Region,,Vancouver CMA,846,516,1362,62.1,61,,
AG,WOM,REG,Region,,Victoria CMA,625,285,910,68.7,59.8,,
AGRI,WOM,REG,Region,,Other B.C. and Not Specified,114,100,214,53.3,49.1,,
AGRI,WOM,REG,Region,,Victoria CMA,43,30,73,58.9,60.4,,
BCPSA,WOM,REG,Region,,Other B.C. and Not Specified,61,10,71,85.9,72.7,,
BCPSA,WOM,REG,Region,,Vancouver CMA,51,16,67,76.1,71.1,,
BCPSA,WOM,REG,Region,,Victoria CMA,246,96,342,71.9,65.6,,
CFD,WOM,REG,Region,,Other B.C. and Not Specified,1528,288,1816,84.1,78.8,,
CFD,WOM,REG,Region,,Vancouver CMA,1291,321,1612,80.1,76.9,,
CFD,WOM,REG,Region,,Victoria CMA,669,158,827,80.9,75.5,,
CITZ,WOM,REG,Region,,Other B.C. and Not Specified,201,49,250,80.4,77.5,,
CITZ,WOM,REG,Region,,Vancouver CMA,61,82,143,42.7,59,,
CITZ,WOM,REG,Region,,Victoria CMA,647,517,1164,55.6,57.5,,
EAO,WOM,REG,Region,,Other B.C. and Not Specified,<3,S,5,<3,57.1,,
EAO,WOM,REG,Region,,Victoria CMA,S,S,75,S,53,,
EDUC,WOM,REG,Region,,Other B.C. and Not Specified,<3,<3,1,<3,40.2,,
EDUC,WOM,REG,Region,,Vancouver CMA,S,S,50,S,71.2,,
EDUC,WOM,REG,Region,,Victoria CMA,180,107,287,62.7,62.1,,
EMBC,WOM,REG,Region,,Other B.C. and Not Specified,13,6,19,68.4,47.1,,
EMBC,WOM,REG,Region,,Vancouver CMA,7,5,12,58.3,49,,
EMBC,WOM,REG,Region,,Victoria CMA,50,47,97,51.5,55.3,,
EMPR,WOM,REG,Region,,Other B.C. and Not Specified,25,35,60,41.7,42.8,,
EMPR,WOM,REG,Region,,Vancouver CMA,7,9,16,43.8,58.5,,
EMPR,WOM,REG,Region,,Victoria CMA,106,112,218,48.6,51.5,,
ENV,WOM,REG,Region,,Other B.C. and Not Specified,146,274,420,34.8,39.5,,
ENV,WOM,REG,Region,,Vancouver CMA,38,29,67,56.7,42,,
ENV,WOM,REG,Region,,Victoria CMA,227,139,366,62,50.9,,
FIN,WOM,REG,Region,,Other B.C. and Not Specified,46,36,82,56.1,49.1,,
FIN,WOM,REG,Region,,Vancouver CMA,154,158,312,49.4,57.8,,
FIN,WOM,REG,Region,,Victoria CMA,594,349,943,63,61.4,,
FLNRORD,WOM,REG,Region,,Other B.C. and Not Specified,1044,1437,2481,42.1,42.9,,
FLNRORD,WOM,REG,Region,,Vancouver CMA,70,47,117,59.8,49.1,,
FLNRORD,WOM,REG,Region,,Victoria CMA,482,431,913,52.8,52.8,,
GCPE,WOM,REG,Region,,Other B.C. and Not Specified,S,S,22,S,62.2,,
GCPE,WOM,REG,Region,,Vancouver CMA,<3,S,6,<3,64.3,,
GCPE,WOM,REG,Region,,Victoria CMA,158,105,263,60.1,55.8,,
HLTH,WOM,REG,Region,,Other B.C. and Not Specified,6,0,6,100,82,,
HLTH,WOM,REG,Region,,Vancouver CMA,121,34,155,78.1,75.5,,
HLTH,WOM,REG,Region,,Victoria CMA,676,336,1012,66.8,65.3,,
IRR,WOM,REG,Region,,Other B.C. and Not Specified,29,14,43,67.4,42.3,,
IRR,WOM,REG,Region,,Vancouver CMA,3,3,6,50,39.9,,
IRR,WOM,REG,Region,,Victoria CMA,104,55,159,65.4,66.1,,
JTT,WOM,REG,Region,,Other B.C. and Not Specified,3,1,4,75,38.8,,
JTT,WOM,REG,Region,,Vancouver CMA,84,55,139,60.4,63,,
JTT,WOM,REG,Region,,Victoria CMA,107,84,191,56,54.6,,
LBR,WOM,REG,Region,,Other B.C. and Not Specified,56,26,82,68.3,69.2,,
LBR,WOM,REG,Region,,Vancouver CMA,41,22,63,65.1,68.6,,
LBR,WOM,REG,Region,,Victoria CMA,22,11,33,66.7,64,,
MAH,WOM,REG,Region,,Other B.C. and Not Specified,5,2,7,71.4,72.9,,
MAH,WOM,REG,Region,,Vancouver CMA,29,33,62,46.8,67.5,,
MAH,WOM,REG,Region,,Victoria CMA,209,91,300,69.7,60.7,,
MHA,WOM,REG,Region,,Vancouver CMA,<3,<3,1,<3,83.3,,
MHA,WOM,REG,Region,,Victoria CMA,S,S,36,S,58.9,,
PGT,WOM,REG,Region,,Other B.C. and Not Specified,18,3,21,85.7,81.8,,
PGT,WOM,REG,Region,,Vancouver CMA,151,51,202,74.8,74.3,,
PGT,WOM,REG,Region,,Victoria CMA,11,1,12,91.7,81.9,,
PO,WOM,REG,Region,,Other B.C. and Not Specified,S,S,3,S,56.1,,
PO,WOM,REG,Region,,Vancouver CMA,<3,<3,1,<3,39.3,,
PO,WOM,REG,Region,,Victoria CMA,S,S,45,S,53.9,,
PSSG,WOM,REG,Region,,Other B.C. and Not Specified,474,609,1083,43.8,48,,
PSSG,WOM,REG,Region,,Vancouver CMA,631,681,1312,48.1,48.5,,
PSSG,WOM,REG,Region,,Victoria CMA,375,284,659,56.9,62.1,,
SDPR,WOM,REG,Region,,Other B.C. and Not Specified,599,108,707,84.7,74.3,,
SDPR,WOM,REG,Region,,Vancouver CMA,510,141,651,78.3,72.9,,
SDPR,WOM,REG,Region,,Victoria CMA,339,139,478,70.9,65,,
TAC,WOM,REG,Region,,Vancouver CMA,5,3,8,62.5,61.7,,
TAC,WOM,REG,Region,,Victoria CMA,42,11,53,79.2,69.2,,
TRAN,WOM,REG,Region,,Other B.C. and Not Specified,242,441,683,35.4,48.6,,
TRAN,WOM,REG,Region,,Vancouver CMA,90,150,240,37.5,43.6,,
TRAN,WOM,REG,Region,,Victoria CMA,198,165,363,54.5,55.3,,
