BCPS_Ministry_Group,Des_Grp,Employee_Type,Variable_Type,Occupation_Type,Occupation_Region_Group,DesGrp_Count_ORG,NonDesGrp_Count_ORG,Total_Count_ORG,DesGrp_Percent_ORG,DesGrp_Percent_AvailableWorkforce,DesGrp_Count_Expected,DesGrp_Count_Shortfall
FLNRORD,IND,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,15.7,,
GCPE,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,79,<3,1.8,,
GCPE,IND,REG,Occupation,Management,Professionals,S,S,191,S,2.6,,
GCPE,IND,REG,Occupation,Management,Senior Managers,<3,S,6,<3,11.5,,
GCPE,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,9,<3,4,,
GCPE,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,S,6,<3,4.7,,
HLTH,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,134,<3,6.2,,x
HLTH,IND,REG,Occupation,Management,Professionals,8,396,414,2,2.2,,
HLTH,IND,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,7,<3,1.8,,
HLTH,IND,REG,Occupation,Management,Senior Managers,<3,S,52,<3,11.5,,x
HLTH,IND,REG,Occupation,Management,Supervisors,S,S,49,S,2.3,,
HLTH,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,9,303,314,2.9,4.1,13,4
HLTH,IND,REG,Occupation,NonManagement,Clerical Personnel,S,S,202,S,4.7,,x
HLTH,IND,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,<3,1,<3,8.4,,
IRR,IND,REG,Occupation,Management,Middle and Other Managers,6,53,59,10.2,6.2,,
IRR,IND,REG,Occupation,Management,Professionals,S,S,50,S,3,,
IRR,IND,REG,Occupation,Management,Senior Managers,<3,S,18,<3,11.5,,
IRR,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,5,54,60,8.5,4.1,,
IRR,IND,REG,Occupation,NonManagement,Clerical Personnel,3,18,21,14.3,4.7,,
JTT,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,95,<3,6.2,,
JTT,IND,REG,Occupation,Management,Professionals,<3,S,130,<3,2.5,,
JTT,IND,REG,Occupation,Management,Senior Managers,<3,S,29,<3,11.5,,
JTT,IND,REG,Occupation,Management,Supervisors,<3,<3,1,<3,2.3,,
JTT,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,59,<3,4.1,,
JTT,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,S,20,<3,4.7,,
LBR,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,24,<3,6.2,,
LBR,IND,REG,Occupation,Management,Professionals,<3,S,88,<3,2.8,,
LBR,IND,REG,Occupation,Management,Senior Managers,<3,S,6,<3,11.5,,
LBR,IND,REG,Occupation,Management,Supervisors,<3,S,23,<3,2.3,,
LBR,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,4,<3,4.1,,
LBR,IND,REG,Occupation,NonManagement,Clerical Personnel,S,S,33,S,4.7,,
MAH,IND,REG,Occupation,Management,Middle and Other Managers,S,S,57,S,6.2,,
MAH,IND,REG,Occupation,Management,Professionals,<3,S,137,<3,2.4,,
MAH,IND,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,2,<3,3,,
MAH,IND,REG,Occupation,Management,Senior Managers,<3,S,22,<3,11.5,,
MAH,IND,REG,Occupation,Management,Supervisors,<3,S,7,<3,2.3,,
MAH,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,113,<3,4.1,,
MAH,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,S,25,<3,4.7,,
MAH,IND,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,2,<3,7.1,,
MAH,IND,REG,Occupation,NonManagement,Manual Workers,<3,<3,4,<3,15.7,,
MHA,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,9,<3,6.2,,
MHA,IND,REG,Occupation,Management,Professionals,<3,S,12,<3,2.9,,
MHA,IND,REG,Occupation,Management,Senior Managers,<3,S,8,<3,11.5,,
MHA,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,5,<3,4.1,,
MHA,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,3,<3,4.7,,
PGT,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,18,<3,6.2,,
PGT,IND,REG,Occupation,Management,Professionals,<3,S,34,<3,2.2,,
PGT,IND,REG,Occupation,Management,Senior Managers,<3,S,5,<3,11.5,,
PGT,IND,REG,Occupation,Management,Supervisors,<3,<3,2,<3,2.3,,
PGT,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,124,S,4,,
PGT,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,S,52,<3,4.7,,
PO,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,19,<3,5,,
PO,IND,REG,Occupation,Management,Professionals,<3,S,10,<3,2.9,,
PO,IND,REG,Occupation,Management,Senior Managers,<3,S,13,<3,11.5,,
PO,IND,REG,Occupation,Management,Supervisors,<3,<3,3,<3,2.3,,
PO,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,<3,2,<3,3.9,,
PO,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,<3,2,<3,4.7,,
PSSG,IND,REG,Occupation,Management,Middle and Other Managers,13,230,245,5.3,6.2,,
PSSG,IND,REG,Occupation,Management,Professionals,29,577,643,4.8,7.6,49,20
PSSG,IND,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,22,<3,11.1,,
PSSG,IND,REG,Occupation,Management,Senior Managers,<3,S,35,<3,11.5,,x
PSSG,IND,REG,Occupation,Management,Supervisors,S,S,25,S,2.3,,
PSSG,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,5,241,251,2,4,10,5
PSSG,IND,REG,Occupation,NonManagement,Clerical Personnel,9,267,281,3.3,4.7,13,4
PSSG,IND,REG,Occupation,NonManagement,Intermediate Sales & Service,66,1268,1552,4.9,6.3,98,32
SDPR,IND,REG,Occupation,Management,Middle and Other Managers,5,164,171,3,7.4,13,8
SDPR,IND,REG,Occupation,Management,Professionals,6,171,182,3.4,2.9,,
SDPR,IND,REG,Occupation,Management,"Semi-professionals, Technicians",39,724,786,5.1,11.5,91,52
SDPR,IND,REG,Occupation,Management,Senior Managers,<3,S,22,<3,11.5,,
SDPR,IND,REG,Occupation,Management,Supervisors,S,S,44,S,2.3,,
SDPR,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,18,435,462,4,4,,
SDPR,IND,REG,Occupation,NonManagement,Clerical Personnel,10,153,169,6.1,4.7,,
TAC,IND,REG,Occupation,Management,Middle and Other Managers,<3,S,13,<3,6.2,,
TAC,IND,REG,Occupation,Management,Professionals,<3,S,9,<3,2.8,,
TAC,IND,REG,Occupation,Management,Senior Managers,<3,S,6,<3,11.5,,
TAC,IND,REG,Occupation,Management,Supervisors,<3,<3,1,<3,2.3,,
TAC,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,27,<3,4.1,,
TAC,IND,REG,Occupation,NonManagement,Clerical Personnel,<3,S,5,<3,4.7,,
TRAN,IND,REG,Occupation,Management,Middle and Other Managers,8,151,161,5,6.2,10,2
TRAN,IND,REG,Occupation,Management,Professionals,26,507,550,4.9,2.6,,
TRAN,IND,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,33,<3,0.4,,
TRAN,IND,REG,Occupation,Management,Senior Managers,<3,S,40,<3,11.5,,
TRAN,IND,REG,Occupation,Management,Supervisors,<3,S,8,<3,2.3,,
TRAN,IND,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,234,<3,4.1,,
TRAN,IND,REG,Occupation,NonManagement,Clerical Personnel,9,94,104,8.7,4.6,,
TRAN,IND,REG,Occupation,NonManagement,Intermediate Sales & Service,S,S,155,S,9.6,,x
TRAN,IND,REG,Occupation,NonManagement,Manual Workers,<3,<3,1,<3,15.7,,
AEST,IND,REG,Total,Total,Total,13,314,335,4,4.3,,
AG,IND,REG,Total,Total,Total,102,2885,3122,3.4,3.6,,
AGRI,IND,REG,Total,Total,Total,10,276,287,3.5,3.1,,
BCPSA,IND,REG,Total,Total,Total,17,460,480,3.6,4.3,,
CFD,IND,REG,Total,Total,Total,275,3769,4255,6.8,7.5,319,44
CITZ,IND,REG,Total,Total,Total,50,1472,1557,3.3,3.8,,
EAO,IND,REG,Total,Total,Total,<3,S,80,<3,5,,
EDUC,IND,REG,Total,Total,Total,5,329,338,1.5,4.6,15,10
EMBC,IND,REG,Total,Total,Total,7,119,128,5.6,4.5,,
EMPR,IND,REG,Total,Total,Total,10,281,294,3.4,4.1,,
ENV,IND,REG,Total,Total,Total,31,793,853,3.8,5.6,48,17
FIN,IND,REG,Total,Total,Total,35,1265,1337,2.7,3.9,52,17
FLNRORD,IND,REG,Total,Total,Total,133,3297,3511,3.9,3.7,,
GCPE,IND,REG,Total,Total,Total,4,269,291,1.5,2.6,8,4
HLTH,IND,REG,Total,Total,Total,29,1121,1173,2.5,4,47,18
IRR,IND,REG,Total,Total,Total,22,185,208,10.6,5.1,,
JTT,IND,REG,Total,Total,Total,3,322,334,0.9,4.7,16,13
LBR,IND,REG,Total,Total,Total,6,169,178,3.4,3.9,,
MAH,IND,REG,Total,Total,Total,8,351,369,2.2,4.3,16,8
MHA,IND,REG,Total,Total,Total,<3,S,37,<3,5.8,,
PGT,IND,REG,Total,Total,Total,5,214,235,2.3,4.2,10,5
PO,IND,REG,Total,Total,Total,<3,S,49,<3,6.1,,
PSSG,IND,REG,Total,Total,Total,126,2660,3054,4.5,6.3,192,66
SDPR,IND,REG,Total,Total,Total,81,1708,1836,4.5,7.5,139,58
TAC,IND,REG,Total,Total,Total,3,58,61,4.9,5.1,,
TRAN,IND,REG,Total,Total,Total,51,1201,1286,4.1,4.6,,
AEST,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),7,171,182,3.9,4.3,,
AEST,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),6,143,153,4,4.3,,
AG,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),37,1313,1414,2.7,3.8,54,17
AG,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),65,1572,1708,4,3.3,,
AGRI,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,226,S,2.8,,
AGRI,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,61,<3,4.2,,
BCPSA,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),9,311,320,2.8,4.3,14,5
BCPSA,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),8,149,160,5.1,4.4,,
CFD,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),229,2869,3258,7.4,8.3,271,42
CFD,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),46,900,997,4.9,4.8,,
CITZ,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),15,744,771,2,3.4,26,11
CITZ,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),35,728,786,4.6,4.3,,
EAO,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,59,<3,5.3,,
EAO,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,21,<3,4.3,,
EDUC,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,225,S,4.7,,x
EDUC,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,113,<3,4.2,,
EMBC,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,94,S,4.6,,
EMBC,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,34,<3,4.3,,
EMPR,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,227,S,4.1,,
EMPR,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,67,<3,4.2,,
ENV,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),25,683,732,3.5,5.8,42,17
ENV,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),6,110,121,5.2,4.4,,
FIN,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),19,924,968,2,3.8,37,18
FIN,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),16,341,369,4.5,4.1,,
FLNRORD,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),105,2722,2892,3.7,3.6,,
FLNRORD,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),28,575,619,4.6,4.4,,
GCPE,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),S,S,276,S,2.5,,x
GCPE,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,15,<3,4.3,,
HLTH,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),13,628,656,2,3.7,25,12
HLTH,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),16,493,517,3.1,4.3,22,6
IRR,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),14,113,127,11,5.7,,
IRR,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),8,72,81,10,4.2,,
JTT,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,255,<3,4.9,,
JTT,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,79,<3,4.2,,
LBR,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),3,136,141,2.2,3.7,5,2
LBR,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),3,33,37,8.3,4.6,,
MAH,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),5,216,225,2.3,4.2,9,4
MAH,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),3,135,144,2.2,4.5,7,4
MHA,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,29,<3,6.3,,
MHA,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,8,<3,4.3,,
PGT,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,59,<3,4.2,,
PGT,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),S,S,176,S,4.2,,x
PO,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,45,<3,6.2,,
PO,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,<3,4,<3,4.3,,
PSSG,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),46,884,970,4.9,7.3,71,25
PSSG,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),80,1776,2084,4.3,5.8,121,41
SDPR,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),53,1120,1205,4.5,9.3,112,59
SDPR,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),28,588,631,4.5,4.2,,
TAC,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),<3,S,29,<3,6.1,,
TAC,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),<3,S,32,<3,4.2,,
TRAN,IND,REG,Occupation,SubTotal_Mngt,Subtotal (Management),35,737,792,4.5,3.7,,
TRAN,IND,REG,Occupation,SubTotal_NonMngt,Subtotal (Nonmanagement),16,464,494,3.3,5.9,29,13
AEST,IND,REG,Region,,Vancouver CMA,<3,S,26,<3,4.4,,
AEST,IND,REG,Region,,Victoria CMA,S,S,309,S,4.3,,
AG,IND,REG,Region,,Other B.C. and Not Specified,41,783,850,5,3.3,,
AG,IND,REG,Region,,Vancouver CMA,31,1255,1362,2.4,3.5,48,17
AG,IND,REG,Region,,Victoria CMA,30,847,910,3.4,3.8,,
AGRI,IND,REG,Region,,Other B.C. and Not Specified,7,206,214,3.3,2.7,,
AGRI,IND,REG,Region,,Victoria CMA,3,70,73,4.1,4.3,,
BCPSA,IND,REG,Region,,Other B.C. and Not Specified,S,S,71,S,4,,
BCPSA,IND,REG,Region,,Vancouver CMA,<3,S,67,<3,4.1,,
BCPSA,IND,REG,Region,,Victoria CMA,12,329,342,3.5,4.4,15,3
CFD,IND,REG,Region,,Other B.C. and Not Specified,176,1568,1816,10.1,8.1,,
CFD,IND,REG,Region,,Vancouver CMA,52,1461,1612,3.4,7.8,125,73
CFD,IND,REG,Region,,Victoria CMA,47,740,827,6,5.7,,
CITZ,IND,REG,Region,,Other B.C. and Not Specified,S,S,250,S,4.2,,
CITZ,IND,REG,Region,,Vancouver CMA,<3,S,143,<3,4.3,,
CITZ,IND,REG,Region,,Victoria CMA,30,1111,1164,2.6,3.7,43,13
EAO,IND,REG,Region,,Other B.C. and Not Specified,<3,S,5,<3,4.8,,
EAO,IND,REG,Region,,Victoria CMA,<3,S,75,<3,5.1,,
EDUC,IND,REG,Region,,Other B.C. and Not Specified,<3,<3,1,<3,3.2,,
EDUC,IND,REG,Region,,Vancouver CMA,<3,S,50,<3,4.1,,
EDUC,IND,REG,Region,,Victoria CMA,S,S,287,S,4.6,,x
EMBC,IND,REG,Region,,Other B.C. and Not Specified,<3,S,19,<3,3.8,,
EMBC,IND,REG,Region,,Vancouver CMA,<3,S,12,<3,4.8,,
EMBC,IND,REG,Region,,Victoria CMA,S,S,97,S,4.6,,
EMPR,IND,REG,Region,,Other B.C. and Not Specified,S,S,60,S,3.6,,
EMPR,IND,REG,Region,,Vancouver CMA,<3,S,16,<3,4.3,,
EMPR,IND,REG,Region,,Victoria CMA,7,208,218,3.3,4.3,9,2
ENV,IND,REG,Region,,Other B.C. and Not Specified,18,388,420,4.4,6.9,29,11
ENV,IND,REG,Region,,Vancouver CMA,5,57,67,8.1,4.5,,
ENV,IND,REG,Region,,Victoria CMA,8,348,366,2.2,4.3,16,8
FIN,IND,REG,Region,,Other B.C. and Not Specified,4,77,82,4.9,3.8,,
FIN,IND,REG,Region,,Vancouver CMA,4,294,312,1.3,3.8,12,8
FIN,IND,REG,Region,,Victoria CMA,27,894,943,2.9,3.9,37,10
FLNRORD,IND,REG,Region,,Other B.C. and Not Specified,100,2324,2481,4.1,3.6,,
FLNRORD,IND,REG,Region,,Vancouver CMA,3,110,117,2.7,3.6,,
FLNRORD,IND,REG,Region,,Victoria CMA,30,863,913,3.4,3.9,,
GCPE,IND,REG,Region,,Other B.C. and Not Specified,<3,S,22,<3,2.6,,
GCPE,IND,REG,Region,,Vancouver CMA,<3,S,6,<3,3,,
GCPE,IND,REG,Region,,Victoria CMA,S,S,263,S,2.6,,x
HLTH,IND,REG,Region,,Other B.C. and Not Specified,<3,S,6,<3,4.1,,
HLTH,IND,REG,Region,,Vancouver CMA,S,S,155,S,3.9,,x
HLTH,IND,REG,Region,,Victoria CMA,26,970,1012,2.6,4,41,15
IRR,IND,REG,Region,,Other B.C. and Not Specified,S,S,43,S,5.1,,
IRR,IND,REG,Region,,Vancouver CMA,<3,S,6,<3,4.2,,
IRR,IND,REG,Region,,Victoria CMA,18,140,159,11.4,5.1,,
JTT,IND,REG,Region,,Other B.C. and Not Specified,<3,<3,4,<3,1.7,,
JTT,IND,REG,Region,,Vancouver CMA,<3,S,139,<3,4.9,,
JTT,IND,REG,Region,,Victoria CMA,<3,S,191,<3,4.7,,
LBR,IND,REG,Region,,Other B.C. and Not Specified,S,S,82,S,3.9,,
LBR,IND,REG,Region,,Vancouver CMA,<3,S,63,<3,3.5,,
LBR,IND,REG,Region,,Victoria CMA,<3,S,33,<3,4.6,,
MAH,IND,REG,Region,,Other B.C. and Not Specified,<3,S,7,<3,4.1,,
MAH,IND,REG,Region,,Vancouver CMA,<3,S,62,<3,4.9,,
MAH,IND,REG,Region,,Victoria CMA,S,S,300,S,4.2,,x
MHA,IND,REG,Region,,Vancouver CMA,<3,<3,1,<3,4.1,,
MHA,IND,REG,Region,,Victoria CMA,<3,S,36,<3,5.9,,
PGT,IND,REG,Region,,Other B.C. and Not Specified,<3,S,21,<3,4.1,,
PGT,IND,REG,Region,,Vancouver CMA,S,S,202,S,4.2,,x
PGT,IND,REG,Region,,Victoria CMA,<3,S,12,<3,4.3,,
PO,IND,REG,Region,,Other B.C. and Not Specified,<3,<3,3,<3,7.4,,
PO,IND,REG,Region,,Vancouver CMA,<3,<3,1,<3,6.2,,
PO,IND,REG,Region,,Victoria CMA,<3,S,45,<3,6,,
PSSG,IND,REG,Region,,Other B.C. and Not Specified,80,890,1083,8.2,6.6,,
PSSG,IND,REG,Region,,Vancouver CMA,30,1148,1312,2.5,6.4,84,54
PSSG,IND,REG,Region,,Victoria CMA,16,622,659,2.5,5.5,36,20
SDPR,IND,REG,Region,,Other B.C. and Not Specified,45,642,707,6.6,8.4,59,14
SDPR,IND,REG,Region,,Vancouver CMA,23,610,651,3.6,8.2,54,31
SDPR,IND,REG,Region,,Victoria CMA,13,456,478,2.8,5.4,26,13
TAC,IND,REG,Region,,Vancouver CMA,<3,S,8,<3,5.8,,
TAC,IND,REG,Region,,Victoria CMA,<3,S,53,<3,5,,
TRAN,IND,REG,Region,,Other B.C. and Not Specified,36,630,683,5.4,4.8,,
TRAN,IND,REG,Region,,Vancouver CMA,9,222,240,3.9,4.3,,
TRAN,IND,REG,Region,,Victoria CMA,6,349,363,1.7,4.3,16,10
AEST,DIS,REG,Occupation,Management,Middle and Other Managers,S,S,44,S,4.3,,
AEST,DIS,REG,Occupation,Management,Professionals,6,95,105,5.9,5.4,,
AEST,DIS,REG,Occupation,Management,Senior Managers,<3,S,17,<3,4.3,,
AEST,DIS,REG,Occupation,Management,Supervisors,<3,S,16,<3,13.9,,
AEST,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,6,96,103,5.9,3.8,,
AEST,DIS,REG,Occupation,NonManagement,Clerical Personnel,6,41,50,12.8,5.1,,
AG,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,156,<3,4.3,,
AG,DIS,REG,Occupation,Management,Professionals,34,985,1072,3.3,5.4,57,23
AG,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",5,103,115,4.6,4.5,,
AG,DIS,REG,Occupation,Management,Senior Managers,<3,S,39,<3,4.3,,
AG,DIS,REG,Occupation,Management,Supervisors,<3,S,32,<3,13.9,,x
AG,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,23,651,690,3.4,3.8,,
AG,DIS,REG,Occupation,NonManagement,Clerical Personnel,41,520,591,7.3,5.1,,
AG,DIS,REG,Occupation,NonManagement,Intermediate Sales & Service,7,394,427,1.7,5.7,24,17
AGRI,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,20,<3,4.3,,
AGRI,DIS,REG,Occupation,Management,Professionals,S,S,192,S,5.4,,
AGRI,DIS,REG,Occupation,Management,Senior Managers,<3,S,9,<3,4.3,,
AGRI,DIS,REG,Occupation,Management,Supervisors,<3,S,5,<3,13.9,,
AGRI,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,38,S,3.8,,
AGRI,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,23,<3,5.1,,
BCPSA,DIS,REG,Occupation,Management,Middle and Other Managers,S,S,94,S,4.3,,
BCPSA,DIS,REG,Occupation,Management,Professionals,9,198,207,4.3,5.4,,
BCPSA,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,1,<3,4.5,,
BCPSA,DIS,REG,Occupation,Management,Senior Managers,<3,S,18,<3,4.3,,
BCPSA,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,7,64,72,9.9,3.8,,
BCPSA,DIS,REG,Occupation,NonManagement,Clerical Personnel,4,81,88,4.7,5.1,,
CFD,DIS,REG,Occupation,Management,Middle and Other Managers,5,172,180,2.8,4.3,8,3
CFD,DIS,REG,Occupation,Management,Professionals,147,2428,2722,5.7,5.4,,
CFD,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",17,138,165,11,4.5,,
CFD,DIS,REG,Occupation,Management,Senior Managers,<3,S,42,<3,4.3,,
CFD,DIS,REG,Occupation,Management,Supervisors,S,S,149,S,13.9,,x
CFD,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,14,150,171,8.5,3.8,,
CFD,DIS,REG,Occupation,NonManagement,Clerical Personnel,38,605,681,5.9,5.1,,
CFD,DIS,REG,Occupation,NonManagement,Crafts and Trades,<3,S,5,<3,3.3,,
CFD,DIS,REG,Occupation,NonManagement,Intermediate Sales & Service,S,S,135,S,5.7,,
CFD,DIS,REG,Occupation,NonManagement,Other Sales & Service Personnel,<3,S,5,<3,7.3,,
CITZ,DIS,REG,Occupation,Management,Middle and Other Managers,9,178,189,4.8,4.3,,
CITZ,DIS,REG,Occupation,Management,Professionals,30,436,474,6.4,5.4,,
CITZ,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,S,12,<3,4.5,,
CITZ,DIS,REG,Occupation,Management,Senior Managers,<3,S,45,<3,4.3,,
CITZ,DIS,REG,Occupation,Management,Supervisors,<3,S,51,<3,13.7,,x
CITZ,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,23,385,416,5.6,3.8,,
CITZ,DIS,REG,Occupation,NonManagement,Clerical Personnel,S,S,369,S,5.1,,
CITZ,DIS,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,1,<3,7.4,,
EAO,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,18,<3,4.3,,
EAO,DIS,REG,Occupation,Management,Professionals,S,S,32,S,5.4,,
EAO,DIS,REG,Occupation,Management,Senior Managers,<3,S,9,<3,4.3,,
EAO,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,12,<3,3.8,,
EAO,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,9,<3,5.1,,
EDUC,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,54,<3,4.3,,
EDUC,DIS,REG,Occupation,Management,Professionals,11,133,145,7.6,5.4,,
EDUC,DIS,REG,Occupation,Management,Senior Managers,<3,S,21,<3,4.3,,
EDUC,DIS,REG,Occupation,Management,Supervisors,<3,S,5,<3,13.9,,
EDUC,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,78,S,3.8,,
EDUC,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,35,<3,5.1,,
EMBC,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,21,<3,4.3,,
EMBC,DIS,REG,Occupation,Management,Professionals,<3,S,60,<3,5.4,,
EMBC,DIS,REG,Occupation,Management,"Semi-professionals, Technicians",<3,<3,4,<3,4.5,,
EMBC,DIS,REG,Occupation,Management,Senior Managers,<3,S,9,<3,4.3,,
EMBC,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,<3,S,23,<3,3.8,,
EMBC,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,11,<3,5.1,,
EMPR,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,38,<3,4.3,,
EMPR,DIS,REG,Occupation,Management,Professionals,S,S,153,S,5.4,,
EMPR,DIS,REG,Occupation,Management,Senior Managers,<3,S,27,<3,4.3,,
EMPR,DIS,REG,Occupation,Management,Supervisors,<3,S,9,<3,13.9,,
EMPR,DIS,REG,Occupation,NonManagement,Administrative & Senior Clerical,S,S,46,S,3.8,,
EMPR,DIS,REG,Occupation,NonManagement,Clerical Personnel,<3,S,20,<3,5.1,,
EMPR,DIS,REG,Occupation,NonManagement,Crafts and Trades,<3,<3,1,<3,7.4,,
ENV,DIS,REG,Occupation,Management,Middle and Other Managers,<3,S,74,<3,4.3,,
ENV,DIS,REG,Occupation,Management,Professionals,24,464,501,4.9,5.4,,
